name,city,state,country,reason
Archive Bistro,Wenatchee Wa,WA,USA,Not found in Google Places
9 Prime,West Chester,PA,USA,Not found in Google Places
Table Twelve Kitchen & Bar,West Boylston Ma,MA,USA,Not found in Google Places
dolce Zola,West Chester,PA,USA,Not found in Google Places
Greystone Oyster Bar,West Chester,PA,USA,Not found in Google Places
Jolene's,West Chester,PA,USA,Not found in Google Places
Kildare's Irish Pub,West Chester,PA,USA,Not found in Google Places
Mercato West Chester Ristorante and Bar,West Chester,PA,USA,Not found in Google Places
Ground Provisions,West Chester,PA,USA,Not found in Google Places
Mimi's Tea Cottage,West Chester,PA,USA,Not found in Google Places
The Pear,West Chester,PA,USA,Not found in Google Places
Stove & Tap - West Chester,West Chester,PA,USA,Not found in Google Places
The Social,West Chester,PA,USA,Not found in Google Places
The Whip Tavern,West Chester,PA,USA,Not found in Google Places
Terra,West Columbia,SC,USA,Not found in Google Places
West Chester Seafood Kitchen,West Chester,PA,USA,Not found in Google Places
Slow Hand,West Chester,PA,USA,Not found in Google Places
Allegria Ristorante,West Harrison,NY,USA,Not found in Google Places
A'vert Brasserie,West Hartford,CT,USA,Not found in Google Places
Boqueria West Hartford,West Hartford,CT,USA,Not found in Google Places
Coracora,West Hartford,CT,USA,Not found in Google Places
El Santo,West Hartford,CT,USA,Not found in Google Places
Koma Hibachi,West Hartford,CT,USA,Not found in Google Places
Le Mazet,West Hartford,CT,USA,Not found in Google Places
León Restaurant & Bar,West Hartford,CT,USA,Not found in Google Places
Restaurant Bricco,West Hartford,CT,USA,Not found in Google Places
Treva Restaurant & Bar,West Hartford,CT,USA,Not found in Google Places
Five-0-Three,West Linn,OR,USA,Not found in Google Places
Zohara Mediterranean Kitchen,West Hartford,CT,USA,Not found in Google Places
Adrienne's Pizzabar - West Palm Beach,West Palm Beach,FL,USA,Not found in Google Places
Café Sapori,West Palm Beach,FL,USA,Not found in Google Places
Felice West Palm Beach,West Palm Beach,FL,USA,Not found in Google Places
Harry's - West Palm Beach,West Palm Beach,FL,USA,Not found in Google Places
Inti Peruvian Cuisine,West Palm Beach,FL,USA,Not found in Google Places
Lamarina,West Palm Beach,FL,USA,Not found in Google Places
The Blue Door,West Palm Beach,FL,USA,Not found in Google Places
Malka West Palm Beach,West Palm Beach,FL,USA,Not found in Google Places
Sourbon Kitchen and Bar,West Palm Beach,FL,USA,Not found in Google Places
The Hudson House & Distillery,West Park,NY,USA,Not found in Google Places
June Farms,West Sand Lake Ny,NY,USA,Not found in Google Places
End Cut,West Park,NY,USA,Not found in Google Places
Heirloom Lodge,West Stockbridge Ma,MA,USA,Not found in Google Places
"Benihana - Westbury, NY",Westbury,NY,USA,Not found in Google Places
Arturo’s Ristorante,Westborough,MA,USA,Not found in Google Places
Post 270,Westbury,NY,USA,Not found in Google Places
West Reading Motor Club,West Reading Pa,PA,USA,Not found in Google Places
Tacombi - Westbury,Westbury,NY,USA,Not found in Google Places
Copper Kettle Cafe,Westchester,NY,USA,Not found in Google Places
My Cousin's,Westchester,NY,USA,Not found in Google Places
River Bar,Westerly,RI,USA,Not found in Google Places
Westchester Rafele Rye,Westchester,NY,USA,Not found in Google Places
High Hope Tavern,Westerly,RI,USA,Not found in Google Places
Nana's Bakery & Pizza - Westerly,Westerly,RI,USA,Not found in Google Places
Surf Cantina,Westerly,RI,USA,Not found in Google Places
Ella's Italian Pub - Western Springs,Western Springs,IL,USA,Not found in Google Places
High Bank Distillery - Westerville,Westerville,OH,USA,Not found in Google Places
PO Box 21,Westerville,OH,USA,Not found in Google Places
Maize Cocina & Cocktails,Westfield Nj,NJ,USA,Not found in Google Places
Isola Italian Trattoria of Westfield,Westfield Nj,NJ,USA,Not found in Google Places
Roosterspin,Westfield Nj,NJ,USA,Not found in Google Places
Spice Bazaar Modern Indian Dining,Westfield Nj,NJ,USA,Not found in Google Places
Karma Westford,Westford Ma,MA,USA,Not found in Google Places
Daphne's,Westhampton,NY,USA,Not found in Google Places
Seven Beach Lane,Westhampton,NY,USA,Not found in Google Places
E⁺ MON Sushi,Westlake Village,CA,USA,Not found in Google Places
Moody Rooster,Westlake Village,CA,USA,Not found in Google Places
Zona Blu Weston,Weston,FL,USA,Not found in Google Places
Dolce Restaurant & Wine Bar,Westmont Il,IL,USA,Not found in Google Places
Early Bird Restaurant - Bradburn Village,Westminster,CO,USA,Not found in Google Places
The HUB at Weston,Weston,VT,USA,Not found in Google Places
The Left Bank,Weston,VT,USA,Not found in Google Places
Basso Restaurant & Wine Bar,Westport,CT,USA,Not found in Google Places
Casa Me,Westport,CT,USA,Not found in Google Places
Sushi Jin,Westport,CT,USA,Not found in Google Places
The Bridge at Saugatuck,Westport,CT,USA,Not found in Google Places
The Clubhouse Westport,Westport,CT,USA,Not found in Google Places
Tacombi - Westport,Westport,CT,USA,Not found in Google Places
Red Onion Grill & Bar,Westwood,CA,USA,Not found in Google Places
Bar Mutz,Westwood,NJ,USA,Not found in Google Places
Osteria Crescendo,Westwood,NJ,USA,Not found in Google Places
No Mames Mexican Cantina,Wethersfield,CT,USA,Not found in Google Places
"Benihana - Wheeling, IL",Wheeling Il,IL,USA,Not found in Google Places
Cantina Taco & Tequila,White Plains,NY,USA,Not found in Google Places
Kōnōkō,White Marsh Md,MD,USA,Not found in Google Places
Gia Mia - Wheaton,Wheaton,IL,USA,Not found in Google Places
Chazz Palminteri Italian Restaurant White Plains,White Plains,NY,USA,Not found in Google Places
Emma's Ale House,White Plains,NY,USA,Not found in Google Places
Greca Estiatorio,White Plains,NY,USA,Not found in Google Places
La Bocca,White Plains,NY,USA,Not found in Google Places
Mix Cocktail Bar + Kitchen,White Plains,NY,USA,Not found in Google Places
Firebrand Restaurant,Whitefish,MT,USA,Not found in Google Places
Boat Club Restaurant,Whitefish,MT,USA,Not found in Google Places
Beldi,Whitefish,MT,USA,Not found in Google Places
Coastal Blue,Wildwood Crest Nj,NJ,USA,Not found in Google Places
Bellevue Tavern,Wildwood,NJ,USA,Not found in Google Places
The Rook Wildwood,Wildwood,NJ,USA,Not found in Google Places
The Stegmaier,Wilkes Barre,PA,USA,Not found in Google Places
Rustic Kitchen Bistro & Bar,Wilkes Barre,PA,USA,Not found in Google Places
The Wharf,Wildwood,NJ,USA,Not found in Google Places
Diamond City Vault Bar & Grill,Wilkes Barre,PA,USA,Not found in Google Places
Jersey Girl Kitchen and Bar,Wildwood,NJ,USA,Not found in Google Places
McGee’s 72,Williamsburg,MI,USA,Not found in Google Places
The Crooked Goose,Williamsport,PA,USA,Not found in Google Places
Hook & Hoof New American Kitchen and Cocktail,Willoughby,OH,USA,Not found in Google Places
The Stonehouse Wood Fired Pizza and Pasteria,Williamsport,PA,USA,Not found in Google Places
The James Restaurant,Williamsport,PA,USA,Not found in Google Places
Cork & Pig - Willow Park,Willow Park Tx,TX,USA,Not found in Google Places
Amiraj,Williamsburg,VA,USA,Not found in Google Places
EvaDeans Bakery & Cafe,Wilmette,IL,USA,Not found in Google Places
The Irishman Pub and Eatery,Williamsville,NY,USA,Not found in Google Places
Lago Room at SPACE 519,Wilmette,IL,USA,Not found in Google Places
Cafe Scalessa,Wilmington Delaware,DE,USA,Not found in Google Places
Pizza by Sal,Wilmette,IL,USA,Not found in Google Places
Sophia Steak Wilmette,Wilmette,IL,USA,Not found in Google Places
SPACE519 | The Lunchroom - North Shore,Wilmette,IL,USA,Not found in Google Places
Docklands,Wilmington Delaware,DE,USA,Not found in Google Places
Dorcea,Wilmington Delaware,DE,USA,Not found in Google Places
Farmer and The Cow,Wilmington Delaware,DE,USA,Not found in Google Places
La Fête,Wilmington Delaware,DE,USA,Not found in Google Places
Simmer Down,Wilmington Delaware,DE,USA,Not found in Google Places
Nick's Pizza Parlor & Bar,Wilmington Delaware,DE,USA,Not found in Google Places
Le Cavalier,Wilmington Delaware,DE,USA,Not found in Google Places
The Brandywine,Wilmington Delaware,DE,USA,Not found in Google Places
The Quoin Restaurant,Wilmington Delaware,DE,USA,Not found in Google Places
The Quoin Rooftop,Wilmington Delaware,DE,USA,Not found in Google Places
Snuff Mill Restaurant & Butchery,Wilmington Delaware,DE,USA,Not found in Google Places
The Reef Seafood & Steak,Wilmington Delaware,DE,USA,Not found in Google Places
Wilma's,Wilmington Delaware,DE,USA,Not found in Google Places
Benny's Big Time Pizzeria,Wilmington,NC,USA,Not found in Google Places
Brasserie du Soleil,Wilmington,NC,USA,Not found in Google Places
Bridge Tender,Wilmington,NC,USA,Not found in Google Places
Cape Fear Seafood Company - Monkey Junction,Wilmington,NC,USA,Not found in Google Places
Cape Fear Seafood Company - Porters Neck,Wilmington,NC,USA,Not found in Google Places
Cape Fear Seafood Company - Waterford,Wilmington,NC,USA,Not found in Google Places
Ceviche's,Wilmington,NC,USA,Not found in Google Places
Circa 1922,Wilmington,NC,USA,Not found in Google Places
Junction 421,Wilmington,NC,USA,Not found in Google Places
Olivero,Wilmington,NC,USA,Not found in Google Places
Origins Food and Drink,Wilmington,NC,USA,Not found in Google Places
Osteria Cicchetti at the Forum,Wilmington,NC,USA,Not found in Google Places
Prost,Wilmington,NC,USA,Not found in Google Places
Roko,Wilmington,NC,USA,Not found in Google Places
South Front Tavern,Wilmington,NC,USA,Not found in Google Places
The Basics,Wilmington,NC,USA,Not found in Google Places
The Cardinal Restaurant,Wilmington,NC,USA,Not found in Google Places
The Little Dipper,Wilmington,NC,USA,Not found in Google Places
The Pilot House,Wilmington,NC,USA,Not found in Google Places
Rx Chicken and Oysters,Wilmington,NC,USA,Not found in Google Places
YoSake,Wilmington,NC,USA,Not found in Google Places
Ralph's American Grill,Wilmington Oh,OH,USA,Not found in Google Places
The Corner,Wilson Nc,NC,USA,Not found in Google Places
Nora's Fish Creek Inn,Wilson,WY,USA,Not found in Google Places
Calico Restaurant,Wilson,WY,USA,Not found in Google Places
Farmhouse Tap & Grill - Williston,Wilston Vt,VT,USA,Not found in Google Places
Sudachi,Wilson,WY,USA,Not found in Google Places
Karma Winchester,Winchester Ma,MA,USA,Not found in Google Places
Toscano Bistro,Wilston Vt,VT,USA,Not found in Google Places
Babblers Restaurant,Windham,NY,USA,Not found in Google Places
Eastwind Hotel & Bar,Windham,NY,USA,Not found in Google Places
Pomeroy,Winnetka,IL,USA,Not found in Google Places
Onion City Chicken & Oyster,Winooski,VT,USA,Not found in Google Places
Harper's Greensboro,Winston Salem,NC,USA,Not found in Google Places
Village Tavern - Winston-Salem,Winston Salem,NC,USA,Not found in Google Places
Chayote Barrio Kitchen,Winter Park,FL,USA,Not found in Google Places
AVA MediterrAegean,Winter Park,FL,USA,Not found in Google Places
Morse Code Lounge,Winter Park,FL,USA,Not found in Google Places
Mosonori - Winter Park,Winter Park,FL,USA,Not found in Google Places
The Briarpatch Restaurant,Winter Park,FL,USA,Not found in Google Places
Pastaio Cucina Rustica Italiana,Wintersville Oh,OH,USA,Not found in Google Places
The Smoke Shop BBQ - Woburn,Woburn Ma,MA,USA,Not found in Google Places
Concourse Club,Wood Ridge,NJ,USA,Not found in Google Places
The Ridge House,Wood Ridge,NJ,USA,Not found in Google Places
The Wicked Loon,Wolfeboro,NH,USA,Not found in Google Places
Aoi Japanese Restaurant,Woodbridge Township,NJ,USA,Not found in Google Places
Nagpuri Saoji Restro & Bar,Woodbridge Township,NJ,USA,Not found in Google Places
Strickland's Steakhouse,Woodbridge Township,NJ,USA,Not found in Google Places
Dok Khao - Woodbridge,Woodbridge,VA,USA,Not found in Google Places
Angelina's Kitchen,Woodbury Mn,MN,USA,Not found in Google Places
Bebe Zito,Woodbury Mn,MN,USA,Not found in Google Places
Liliana,Woodbury Mn,MN,USA,Not found in Google Places
Anna,Woodbury,NY,USA,Not found in Google Places
Pitfire Pizza Woodland Hills,Woodland Hills,CA,USA,Not found in Google Places
Kani House - Woodstock,Woodstock,GA,USA,Not found in Google Places
Reel,Woodstock,GA,USA,Not found in Google Places
Cucina,Woodstock,NY,USA,Not found in Google Places
Good Night,Woodstock,NY,USA,Not found in Google Places
SILVIA,Woodstock,NY,USA,Not found in Google Places
Medo,Woodstock,NY,USA,Not found in Google Places
Nirvana Indian Cuisine,Woodstock,NY,USA,Not found in Google Places
The Red Onion Restaurant & Bar,Woodstock,NY,USA,Not found in Google Places
Sante,Woodstock,VT,USA,Not found in Google Places
Worthy Kitchen,Woodstock,VT,USA,Not found in Google Places
Montsweag Restaurant,Woolwich,ME,USA,Not found in Google Places
Olo Pizza,Worcester,MA,USA,Not found in Google Places
1885 Worcester,Worcester,MA,USA,Not found in Google Places
Bocado Tapas Wine Bar,Worcester,MA,USA,Not found in Google Places
Armsby Abbey,Worcester,MA,USA,Not found in Google Places
Deadhorse Hill,Worcester,MA,USA,Not found in Google Places
Green Island Oyster,Worcester,MA,USA,Not found in Google Places
Grill on the hill,Worcester,MA,USA,Not found in Google Places
Mare e Monti Trattoria,Worcester,MA,USA,Not found in Google Places
Mezcal Tequila Kitchen,Worcester,MA,USA,Not found in Google Places
One Eleven Chop House,Worcester,MA,USA,Not found in Google Places
Reunion Tap & Table,Worcester,MA,USA,Not found in Google Places
Peppercorn's Grille & Tavern,Worcester,MA,USA,Not found in Google Places
Romaine's,Worcester,MA,USA,Not found in Google Places
The Boynton Restaurant and Spirits,Worcester,MA,USA,Not found in Google Places
The Fix Burger Bar - Worcester,Worcester,MA,USA,Not found in Google Places
The Sole Proprietor,Worcester,MA,USA,Not found in Google Places
Via Italian Table,Worcester,MA,USA,Not found in Google Places
The Vault on First,Wyandotte,MI,USA,Not found in Google Places
The Stotesbury,Wyndmoor Pa,PA,USA,Not found in Google Places
The Waterfront Wyandotte,Wyandotte,MI,USA,Not found in Google Places
B2 Bistro and Bar - West Reading,Wyomissing,PA,USA,Not found in Google Places
Bon Vino's Bistro & Bakery,Yakima,WA,USA,Not found in Google Places
Crafted,Yakima,WA,USA,Not found in Google Places
Provisions,Yakima,WA,USA,Not found in Google Places
La Grange Brasserie,Yardley,PA,USA,Not found in Google Places
Nikos,Yardley,PA,USA,Not found in Google Places
Yardley Inn,Yardley,PA,USA,Not found in Google Places
Gather - Yarmouth,Yarmouth,ME,USA,Not found in Google Places
Casa Fuego Wood Fired Latin Restaurant & Cocktails,Yonkers,NY,USA,Not found in Google Places
1637 at the York Harbor Inn,York Harbor,ME,USA,Not found in Google Places
Mito Yonkers,Yonkers,NY,USA,Not found in Google Places
Nick's Steakhouse,York Harbor,ME,USA,Not found in Google Places
Robert's Maine Grill,York Harbor,ME,USA,Not found in Google Places
Ship's Cellar Pub,York Harbor,ME,USA,Not found in Google Places
Victor's Italian Restaurant,York,PA,USA,Not found in Google Places
Tavern at Chapman Cottage,York Harbor,ME,USA,Not found in Google Places
The Dining Room at Brasstown Valley Resort,Young Harris,GA,USA,Not found in Google Places
Bouchon Bistro,Yountville,CA,USA,Not found in Google Places
Ad Hoc,Yountville,CA,USA,Not found in Google Places
The Copper Room,Yucca Valley,CA,USA,Not found in Google Places
Lavalettes at Hotel 1829,Charlotte Amalie,USVI,USA,Not found in Google Places
18°64° The Restaurant,Cruz Bay St John,USVI,USA,Not found in Google Places
Extra Virgin Bistro,Cruz Bay St John,USVI,USA,Not found in Google Places
La Estacion PR,Fajardo,PR,USA,Not found in Google Places
MIDA CAFE,Guaynabo,PR,USA,Not found in Google Places
Bocca Osteria Romana,San Juan,PR,USA,Not found in Google Places
CASITA MIRAMAR,San Juan,PR,USA,Not found in Google Places
Godai by Sakana,San Juan,PR,USA,Not found in Google Places
Mai Pen Rai,San Juan,PR,USA,Not found in Google Places
Monarca Cocina Mexicana,San Juan,PR,USA,Not found in Google Places
The Oyster Shack,San Juan,PR,USA,Not found in Google Places
Vianda,San Juan,PR,USA,Not found in Google Places
